"id","timestamp","player_id","stage_id"
"308","2023-07-05 18:15:18.884952","1152","6"
"309","2023-07-05 18:15:19.645699","1162","6"
"310","2023-07-05 18:15:23.044137","1169","5"
"311","2023-07-05 18:15:28.379727","1149","6"
"312","2023-07-05 18:15:31.850901","1052","4"
"313","2023-07-05 18:15:36.957302","1185","6"
"314","2023-07-05 18:15:45.656925","1021","4"
"315","2023-07-05 18:19:33.734047","1200","5"
"316","2023-07-05 18:20:22.467582","1207","4"
"317","2023-07-05 18:24:04.106797","1195","4"
"318","2023-07-05 18:24:06.648247","1198","4"
"319","2023-07-05 18:26:52.904163","1139","5"
"320","2023-07-05 18:27:15.31021","1120","4"
"321","2023-07-05 18:27:36.354506","1188","4"
"322","2023-07-05 18:28:10.274899","1081","5"
"323","2023-07-05 18:28:32.937648","1172","5"
"324","2023-07-05 18:29:29.924873","1089","5"
"325","2023-07-05 18:29:36.948458","1010","5"
"326","2023-07-05 18:29:53.26596","1209","5"
"327","2023-07-05 18:30:25.18736","1215","4"
"328","2023-07-05 18:30:34.075059","1183","5"
"329","2023-07-05 18:30:49.760827","1182","5"
"330","2023-07-05 18:30:59.918056","1021","5"
"331","2023-07-05 18:32:25.368133","1092","5"
"332","2023-07-05 18:33:13.052989","1192","5"
"333","2023-07-05 18:33:20.006106","1189","5"
"334","2023-07-05 18:34:24.771463","1011","5"
"335","2023-07-05 18:35:08.412976","1113","5"
"336","2023-07-05 18:35:12.464186","1070","5"
"337","2023-07-05 18:35:16.826043","1042","5"
"338","2023-07-05 18:36:31.978394","1067","5"
"339","2023-07-05 18:37:31.807332","1058","5"
"340","2023-07-05 18:37:36.432298","1168","5"
"341","2023-07-05 18:39:47.20896","1073","5"
"342","2023-07-05 18:40:17.643862","1095","5"
"343","2023-07-05 18:40:30.735332","1212","4"
"344","2023-07-05 18:41:11.005103","1210","4"
"345","2023-07-05 18:41:18.041227","1101","6"
"346","2023-07-05 18:41:40.77042","1190","6"
"347","2023-07-05 18:41:51.554796","1026","6"
"348","2023-07-05 18:43:22.86233","1070","3"
"349","2023-07-05 18:43:45.010941","1209","3"
"350","2023-07-05 18:44:46.100033","1070","4"
"351","2023-07-05 18:46:11.097304","1122","5"
"352","2023-07-05 18:49:08.362529","1124","6"
"353","2023-07-05 18:49:28.568375","1048","6"
"354","2023-07-05 18:49:42.986848","1118","6"
"355","2023-07-05 18:49:45.331419","1130","6"
"356","2023-07-05 18:49:50.642963","1159","6"
"357","2023-07-05 18:51:07.625636","1175","6"
"358","2023-07-05 18:51:24.977277","1204","5"
"359","2023-07-05 18:51:36.281601","1167","5"
"360","2023-07-05 18:53:09.03532","1088","5"
"361","2023-07-05 18:58:31.841891","1061","6"
"362","2023-07-05 18:58:37.840165","1173","6"
"363","2023-07-05 18:58:39.517598","1053","6"
"364","2023-07-05 19:01:28.093487","1108","6"
"365","2023-07-05 19:01:33.824639","1105","6"
"366","2023-07-05 19:01:47.994053","1106","6"
"367","2023-07-05 19:03:03.260327","1050","6"
"368","2023-07-05 19:03:19.969952","1177","5"
"369","2023-07-05 19:03:35.270283","1176","5"
"370","2023-07-05 19:04:44.156529","1161","6"
"371","2023-07-05 19:05:02.776886","1207","5"
"372","2023-07-05 19:06:37.686015","1181","6"
"373","2023-07-05 19:07:28.05863","1052","5"
"374","2023-07-05 19:07:59.190514","1057","6"
"375","2023-07-05 19:11:28.439081","1077","6"
"376","2023-07-05 19:11:38.705145","1098","5"
"377","2023-07-05 19:12:41.727782","1107","5"
"378","2023-07-05 19:14:15.596281","1021","6"
"379","2023-07-05 19:15:34.956442","1198","5"
"380","2023-07-05 19:15:54.940546","1023","5"
"381","2023-07-05 19:16:06.021298","1099","5"
"382","2023-07-05 19:16:34.470434","1120","5"
"383","2023-07-05 19:17:22.98864","1188","5"
"384","2023-07-05 19:17:27.811461","1029","6"
"385","2023-07-05 19:17:50.492553","1210","5"
"386","2023-07-05 19:17:57.898437","1025","6"
"387","2023-07-05 19:18:40.859042","1027","6"
"388","2023-07-05 19:18:57.420367","1028","6"
"389","2023-07-05 19:29:56.578754","1139","6"
"390","2023-07-05 19:32:00.849192","1093","6"
"391","2023-07-05 19:32:04.635902","1110","6"
"392","2023-07-05 19:34:24.67676","1160","5"
"393","2023-07-05 19:40:48.697372","1058","6"
"394","2023-07-05 19:43:16.297873","1042","6"
"395","2023-07-05 19:44:04.254898","1167","6"
"396","2023-07-05 19:44:05.477053","1088","6"
"397","2023-07-05 19:44:08.354267","1070","6"
"398","2023-07-05 19:44:35.250096","1209","6"
"399","2023-07-05 19:45:24.21093","1200","6"
"400","2023-07-05 19:46:32.54973","1139","3"
"401","2023-07-05 19:50:07.130873","1010","6"
"402","2023-07-05 19:50:15.486101","1081","6"
"403","2023-07-05 19:50:23.383096","1089","6"
"404","2023-07-05 19:50:29.752994","1095","6"
"405","2023-07-05 19:50:32.604152","1122","6"
"406","2023-07-05 19:50:57.508991","1113","6"
"407","2023-07-05 19:51:37.511476","1073","6"
"408","2023-07-05 19:57:06.796994","1204","6"
"409","2023-07-05 19:58:47.177037","1192","6"
"410","2023-07-05 19:58:57.980384","1183","6"
"411","2023-07-05 19:59:25.492674","1176","6"
"412","2023-07-05 19:59:38.360858","1177","6"
"413","2023-07-05 19:59:42.392127","1189","6"
"414","2023-07-05 19:59:44.576412","1169","6"
"415","2023-07-05 20:04:41.160617","1011","6"
"416","2023-07-06 16:16:36.588088","1003","4"
